Province/State,Date,Confirmed,Deaths,Recovered,Active
Воронежская область,2020-04-08,33,0,9,24
Воронежская область,2020-04-09,33,0,9,24
Воронежская область,2020-04-10,37,0,9,28
Воронежская область,2020-04-11,37,0,10,27
Воронежская область,2020-04-12,49,0,12,37
Воронежская область,2020-04-13,60,0,12,48
Воронежская область,2020-04-14,68,1,16,51
Воронежская область,2020-04-15,75,1,19,55
Воронежская область,2020-04-16,89,1,20,68
Воронежская область,2020-04-17,108,1,24,83
Кемеровская область,2020-03-22,2,0,0,2
Кемеровская область,2020-03-23,2,0,0,2
Кемеровская область,2020-03-24,2,0,1,1
Кемеровская область,2020-03-25,2,0,1,1
Кемеровская область,2020-03-26,3,0,1,2
Кемеровская область,2020-03-27,3,0,1,2
Кемеровская область,2020-03-28,3,0,1,2
Кемеровская область,2020-03-29,3,0,2,1
Кемеровская область,2020-03-30,3,0,2,1
Кемеровская область,2020-03-31,3,0,2,1
Кемеровская область,2020-04-01,3,0,2,1
Кемеровская область,2020-04-02,3,0,2,1
Кемеровская область,2020-04-03,3,0,2,1
Кемеровская область,2020-04-04,3,0,2,1
Кемеровская область,2020-04-05,3,0,2,1
Кемеровская область,2020-04-06,5,0,2,3
Кемеровская область,2020-04-07,5,0,2,3
Кемеровская область,2020-04-08,7,0,2,5
Кемеровская область,2020-04-09,7,0,3,4
Кемеровская область,2020-04-10,11,0,3,8
Кемеровская область,2020-04-11,12,0,3,9
Кемеровская область,2020-04-12,12,0,3,9
Кемеровская область,2020-04-13,14,0,3,11
Кемеровская область,2020-04-14,14,0,3,11
Кемеровская область,2020-04-15,15,0,4,11
Кемеровская область,2020-04-16,18,0,5,13
Кемеровская область,2020-04-17,22,0,5,17
Архангельская область,2020-03-22,2,0,0,2
Архангельская область,2020-03-23,2,0,0,2
Архангельская область,2020-03-24,2,0,0,2
Архангельская область,2020-03-25,3,0,0,3
Архангельская область,2020-03-26,3,0,0,3
Архангельская область,2020-03-27,3,0,0,3
Архангельская область,2020-03-28,3,0,0,3
Архангельская область,2020-03-29,3,0,0,3
Архангельская область,2020-03-30,7,0,0,7
Архангельская область,2020-03-31,7,0,0,7
Архангельская область,2020-04-01,7,0,0,7
Архангельская область,2020-04-02,7,0,0,7
Архангельская область,2020-04-03,8,0,0,8
Архангельская область,2020-04-04,8,0,0,8
Архангельская область,2020-04-05,8,0,3,5
Архангельская область,2020-04-06,14,0,3,11
Архангельская область,2020-04-07,14,0,3,11
Архангельская область,2020-04-08,14,0,3,11
Архангельская область,2020-04-09,24,0,4,20
Архангельская область,2020-04-10,24,0,4,20
Архангельская область,2020-04-11,24,0,5,19
Архангельская область,2020-04-12,24,0,5,19
Архангельская область,2020-04-13,31,0,5,26
Архангельская область,2020-04-14,32,0,5,27
Архангельская область,2020-04-15,32,0,10,22
Архангельская область,2020-04-16,33,0,10,23
Архангельская область,2020-04-17,34,0,11,23
Рязанская область,2020-03-22,2,0,0,2
Рязанская область,2020-03-23,2,0,0,2
Рязанская область,2020-03-24,2,0,0,2
Рязанская область,2020-03-25,2,0,0,2
Рязанская область,2020-03-26,2,0,0,2
Рязанская область,2020-03-27,2,0,0,2
Рязанская область,2020-03-28,2,0,0,2
Рязанская область,2020-03-29,3,0,0,3
Рязанская область,2020-03-30,5,0,0,5
Рязанская область,2020-03-31,5,0,0,5
Рязанская область,2020-04-01,5,0,1,4
Рязанская область,2020-04-02,5,0,1,4
Рязанская область,2020-04-03,6,0,1,5
Рязанская область,2020-04-04,12,0,2,10
Рязанская область,2020-04-05,12,0,2,10
Рязанская область,2020-04-06,17,0,2,15
Рязанская область,2020-04-07,17,0,2,15
Рязанская область,2020-04-08,32,0,2,30
Рязанская область,2020-04-09,32,0,3,29
Рязанская область,2020-04-10,38,0,3,35
Рязанская область,2020-04-11,55,0,4,51
Рязанская область,2020-04-12,71,0,4,67
Рязанская область,2020-04-13,89,0,4,85
Рязанская область,2020-04-14,116,0,4,112
Рязанская область,2020-04-15,116,0,4,112
Рязанская область,2020-04-16,154,0,4,150
Рязанская область,2020-04-17,184,0,4,180
Ханты-Мансийский АО,2020-03-22,2,0,0,2
Ханты-Мансийский АО,2020-03-23,2,0,0,2
Ханты-Мансийский АО,2020-03-24,2,0,0,2
Ханты-Мансийский АО,2020-03-25,2,0,0,2
Ханты-Мансийский АО,2020-03-26,4,0,0,4
Ханты-Мансийский АО,2020-03-27,4,0,0,4
Ханты-Мансийский АО,2020-03-28,4,0,0,4
Ханты-Мансийский АО,2020-03-29,5,0,0,5
Ханты-Мансийский АО,2020-03-30,5,0,0,5
Ханты-Мансийский АО,2020-03-31,5,0,0,5
Ханты-Мансийский АО,2020-04-01,8,0,0,8
Ханты-Мансийский АО,2020-04-02,8,0,0,8
Ханты-Мансийский АО,2020-04-03,16,0,2,14
Ханты-Мансийский АО,2020-04-04,16,0,2,14
Ханты-Мансийский АО,2020-04-05,19,0,2,17
Ханты-Мансийский АО,2020-04-06,19,0,2,17
Ханты-Мансийский АО,2020-04-07,38,0,2,36
Ханты-Мансийский АО,2020-04-08,41,0,3,38
Ханты-Мансийский АО,2020-04-09,41,0,3,38
Ханты-Мансийский АО,2020-04-10,41,0,4,37
Ханты-Мансийский АО,2020-04-11,41,0,5,36
Ханты-Мансийский АО,2020-04-12,41,0,5,36
Ханты-Мансийский АО,2020-04-13,41,0,5,36
Ханты-Мансийский АО,2020-04-14,56,0,5,51
Ханты-Мансийский АО,2020-04-15,71,0,9,62
Ханты-Мансийский АО,2020-04-16,110,0,15,95
Ханты-Мансийский АО,2020-04-17,128,0,15,113
Пензенская область,2020-03-22,1,0,0,1
Пензенская область,2020-03-23,1,0,0,1
Пензенская область,2020-03-24,1,0,0,1
Пензенская область,2020-03-25,2,0,0,2
Пензенская область,2020-03-26,2,0,0,2
Пензенская область,2020-03-27,2,0,0,2
Пензенская область,2020-03-28,2,0,0,2
Пензенская область,2020-03-29,7,0,0,7
Пензенская область,2020-03-30,7,0,0,7
Пензенская область,2020-03-31,12,1,0,11
Пензенская область,2020-04-01,16,1,0,15
Пензенская область,2020-04-02,16,1,0,15
Пензенская область,2020-04-03,27,1,0,26
Пензенская область,2020-04-04,27,1,0,26
Пензенская область,2020-04-05,27,1,1,25
Пензенская область,2020-04-06,32,1,1,30
Пензенская область,2020-04-07,51,1,1,49
Пензенская область,2020-04-08,52,1,1,50
Пензенская область,2020-04-09,52,1,1,50
Пензенская область,2020-04-10,67,1,1,65
Пензенская область,2020-04-11,67,1,1,65
Пензенская область,2020-04-12,67,1,1,65
Пензенская область,2020-04-13,84,1,1,82
Пензенская область,2020-04-14,84,1,1,82
Пензенская область,2020-04-15,100,2,4,94
Пензенская область,2020-04-16,107,2,4,101
Пензенская область,2020-04-17,119,2,4,113
Республика Коми,2020-03-22,1,0,0,1
Республика Коми,2020-03-23,1,0,0,1
Республика Коми,2020-03-24,1,0,0,1
Республика Коми,2020-03-25,3,0,0,3
Республика Коми,2020-03-26,3,0,0,3
Республика Коми,2020-03-27,3,0,0,3
Республика Коми,2020-03-28,3,0,0,3
Республика Коми,2020-03-29,7,0,0,7
Республика Коми,2020-03-30,22,0,0,22
Республика Коми,2020-03-31,22,0,0,22
Республика Коми,2020-04-01,54,0,0,54
Республика Коми,2020-04-02,56,0,1,55
Республика Коми,2020-04-03,56,2,1,53
Республика Коми,2020-04-04,59,2,1,56
Республика Коми,2020-04-05,59,2,1,56
Республика Коми,2020-04-06,90,3,1,86
Республика Коми,2020-04-07,101,3,1,97
Республика Коми,2020-04-08,119,3,1,115
Республика Коми,2020-04-09,150,3,1,146
Республика Коми,2020-04-10,208,3,1,204
Республика Коми,2020-04-11,208,3,1,204
Республика Коми,2020-04-12,208,3,1,204
Республика Коми,2020-04-13,208,3,1,204
Республика Коми,2020-04-14,305,3,1,301
Республика Коми,2020-04-15,402,3,1,398
Республика Коми,2020-04-16,441,3,6,432
Республика Коми,2020-04-17,455,3,6,446
Мурманская область,2020-03-22,1,0,0,1
Мурманская область,2020-03-23,1,0,0,1
Мурманская область,2020-03-24,1,0,0,1
Мурманская область,2020-03-25,1,0,0,1
Мурманская область,2020-03-26,1,0,0,1
Мурманская область,2020-03-27,1,0,0,1
Мурманская область,2020-03-28,1,0,0,1
Мурманская область,2020-03-29,3,0,0,3
Мурманская область,2020-03-30,5,0,1,4
Мурманская область,2020-03-31,11,0,1,10
Мурманская область,2020-04-01,11,0,1,10
Мурманская область,2020-04-02,15,0,1,14
Мурманская область,2020-04-03,15,0,1,14
Мурманская область,2020-04-04,15,0,1,14
Мурманская область,2020-04-05,15,0,1,14
Мурманская область,2020-04-06,18,0,1,17
Мурманская область,2020-04-07,18,0,1,17
Мурманская область,2020-04-08,43,0,2,41
Мурманская область,2020-04-09,44,0,5,39
Мурманская область,2020-04-10,67,0,5,62
Мурманская область,2020-04-11,67,0,6,61
Мурманская область,2020-04-12,128,0,10,118
Мурманская область,2020-04-13,128,1,10,117
Мурманская область,2020-04-14,128,1,10,117
Мурманская область,2020-04-15,265,1,14,250
Мурманская область,2020-04-16,306,1,15,290
Мурманская область,2020-04-17,314,1,21,292
Республика Чувашия,2020-03-22,1,0,0,1
Республика Чувашия,2020-03-23,1,0,0,1
Республика Чувашия,2020-03-24,1,0,0,1
Республика Чувашия,2020-03-25,1,0,0,1
Республика Чувашия,2020-03-26,1,0,0,1
Республика Чувашия,2020-03-27,1,0,0,1
Республика Чувашия,2020-03-28,1,0,0,1
Республика Чувашия,2020-03-29,1,0,0,1
Республика Чувашия,2020-03-30,1,0,0,1
Республика Чувашия,2020-03-31,1,0,0,1
Республика Чувашия,2020-04-01,1,0,0,1
Республика Чувашия,2020-04-02,1,0,0,1
Республика Чувашия,2020-04-03,1,0,0,1
Республика Чувашия,2020-04-04,1,0,0,1
Республика Чувашия,2020-04-05,1,0,1,0
Республика Чувашия,2020-04-06,3,0,1,2
Республика Чувашия,2020-04-07,6,0,1,5
Республика Чувашия,2020-04-08,15,0,1,14
Республика Чувашия,2020-04-09,17,0,1,16
Республика Чувашия,2020-04-10,32,0,1,31
Республика Чувашия,2020-04-11,39,0,1,38
Республика Чувашия,2020-04-12,50,0,2,48
Республика Чувашия,2020-04-13,65,0,2,63
Республика Чувашия,2020-04-14,65,0,2,63
Республика Чувашия,2020-04-15,78,0,2,76
Республика Чувашия,2020-04-16,125,1,2,122
Республика Чувашия,2020-04-17,137,1,2,134
Ленинградская область,2020-03-22,1,0,0,1
Ленинградская область,2020-03-23,1,0,0,1
Ленинградская область,2020-03-24,3,0,0,3
Ленинградская область,2020-03-25,3,0,0,3
Ленинградская область,2020-03-26,3,0,0,3
Ленинградская область,2020-03-27,3,0,0,3
Ленинградская область,2020-03-28,7,0,0,7
Ленинградская область,2020-03-29,9,0,0,9
Ленинградская область,2020-03-30,11,0,0,11
Ленинградская область,2020-03-31,14,0,1,13
Ленинградская область,2020-04-01,20,0,1,19
Ленинградская область,2020-04-02,31,0,1,30
Ленинградская область,2020-04-03,41,0,1,40
Ленинградская область,2020-04-04,47,0,1,46
Ленинградская область,2020-04-05,57,0,1,56
Ленинградская область,2020-04-06,62,0,1,61
Ленинградская область,2020-04-07,62,0,1,61
Ленинградская область,2020-04-08,94,0,2,92
Ленинградская область,2020-04-09,112,0,3,109
Ленинградская область,2020-04-10,129,0,3,126
Ленинградская область,2020-04-11,134,0,3,131
Ленинградская область,2020-04-12,139,0,3,136
Ленинградская область,2020-04-13,155,0,3,152
Ленинградская область,2020-04-14,190,0,5,185
Ленинградская область,2020-04-15,298,0,5,293
Ленинградская область,2020-04-16,330,0,5,325
Ленинградская область,2020-04-17,354,0,9,345
Ставропольский край,2020-03-22,1,0,0,1
Ставропольский край,2020-03-23,1,0,0,1
Ставропольский край,2020-03-24,1,0,0,1
Ставропольский край,2020-03-25,2,0,0,2
Ставропольский край,2020-03-26,5,0,0,5
Ставропольский край,2020-03-27,5,0,0,5
Ставропольский край,2020-03-28,5,0,0,5
Ставропольский край,2020-03-29,5,0,0,5
Ставропольский край,2020-03-30,6,0,0,6
Ставропольский край,2020-03-31,6,0,0,6
Ставропольский край,2020-04-01,6,0,0,6
Ставропольский край,2020-04-02,11,0,1,10
Ставропольский край,2020-04-03,11,0,1,10
Ставропольский край,2020-04-04,11,0,1,10
Ставропольский край,2020-04-05,11,0,2,9
Ставропольский край,2020-04-06,20,0,2,18
Ставропольский край,2020-04-07,39,0,2,37
Ставропольский край,2020-04-08,39,0,5,34
Ставропольский край,2020-04-09,42,0,6,36
Ставропольский край,2020-04-10,52,1,6,45
Ставропольский край,2020-04-11,66,2,9,55
Ставропольский край,2020-04-12,74,2,10,62
Ставропольский край,2020-04-13,86,2,10,74
Ставропольский край,2020-04-14,95,2,10,83
Ставропольский край,2020-04-15,115,2,11,102
Ставропольский край,2020-04-16,143,2,11,130
Ставропольский край,2020-04-17,155,2,19,134
Республика Крым,2020-03-22,1,0,0,1
Республика Крым,2020-03-23,1,0,0,1
Республика Крым,2020-03-24,1,0,0,1
Республика Крым,2020-03-25,7,0,0,7
Республика Крым,2020-03-26,7,0,0,7
Республика Крым,2020-03-27,19,0,0,19
Республика Крым,2020-03-28,20,0,0,20
Республика Крым,2020-03-29,20,0,0,20
Республика Крым,2020-03-30,15,0,0,15
Республика Крым,2020-03-31,16,0,0,16
Республика Крым,2020-04-01,16,0,0,16
Республика Крым,2020-04-02,16,0,1,15
Республика Крым,2020-04-03,18,0,1,17
Республика Крым,2020-04-04,18,0,3,15
Республика Крым,2020-04-05,20,0,3,17
Республика Крым,2020-04-06,21,0,6,15
Республика Крым,2020-04-07,22,0,6,16
Республика Крым,2020-04-08,23,0,6,17
Республика Крым,2020-04-09,26,0,7,19
Республика Крым,2020-04-10,29,0,7,22
Республика Крым,2020-04-11,29,0,7,22
Республика Крым,2020-04-12,31,0,12,19
Республика Крым,2020-04-13,32,0,12,20
Республика Крым,2020-04-14,32,0,12,20
Республика Крым,2020-04-15,34,0,12,22
Республика Крым,2020-04-16,37,0,14,23
Республика Крым,2020-04-17,40,0,14,26
Калужская область,2020-03-22,1,0,0,1
Калужская область,2020-03-23,1,0,0,1
Калужская область,2020-03-24,2,0,0,2
Калужская область,2020-03-25,2,0,0,2
Калужская область,2020-03-26,2,0,0,2
Калужская область,2020-03-27,2,0,0,2
Калужская область,2020-03-28,2,0,0,2
Калужская область,2020-03-29,2,0,0,2
Калужская область,2020-03-30,3,0,0,3
Калужская область,2020-03-31,3,0,0,3
Калужская область,2020-04-01,3,0,0,3
Калужская область,2020-04-02,5,0,1,4
Калужская область,2020-04-03,5,0,1,4
Калужская область,2020-04-04,6,0,1,5
Калужская область,2020-04-05,6,0,1,5
Калужская область,2020-04-06,7,0,1,6
Калужская область,2020-04-07,11,0,1,10
Калужская область,2020-04-08,11,0,1,10
Калужская область,2020-04-09,11,0,1,10
Калужская область,2020-04-10,18,0,2,16
Калужская область,2020-04-11,24,0,3,21
Калужская область,2020-04-12,24,0,5,19
Калужская область,2020-04-13,34,0,5,29
Калужская область,2020-04-14,49,0,5,44
Калужская область,2020-04-15,74,0,5,69
Калужская область,2020-04-16,102,1,8,93
Калужская область,2020-04-17,122,1,9,112
Курганская область,2020-03-22,1,0,0,1
Курганская область,2020-03-23,1,0,0,1
Курганская область,2020-03-24,1,0,0,1
Курганская область,2020-03-25,1,0,0,1
Курганская область,2020-03-26,1,0,0,1
Курганская область,2020-03-27,1,0,0,1
Курганская область,2020-03-28,1,0,0,1
Курганская область,2020-03-29,1,0,0,1
Курганская область,2020-03-30,1,0,0,1
Курганская область,2020-03-31,1,0,1,0
Курганская область,2020-04-01,1,0,1,0
Курганская область,2020-04-02,1,0,1,0
Курганская область,2020-04-03,1,0,1,0
Курганская область,2020-04-04,2,0,1,1
Курганская область,2020-04-05,2,0,1,1
Курганская область,2020-04-06,2,0,1,1
Курганская область,2020-04-07,2,0,1,1
Курганская область,2020-04-08,3,0,1,2
Курганская область,2020-04-09,3,0,1,2
Курганская область,2020-04-10,3,0,1,2
Курганская область,2020-04-11,3,0,1,2
Курганская область,2020-04-12,4,0,1,3
Курганская область,2020-04-13,4,0,1,3
Курганская область,2020-04-14,4,0,1,3
Курганская область,2020-04-15,10,0,1,9
Курганская область,2020-04-16,11,0,3,8
Курганская область,2020-04-17,12,0,3,9
Брянская область,2020-03-22,1,0,0,1
Брянская область,2020-03-23,1,0,0,1
Брянская область,2020-03-24,1,0,0,1
Брянская область,2020-03-25,2,0,0,2
Брянская область,2020-03-26,2,0,0,2
Брянская область,2020-03-27,2,0,0,2
Брянская область,2020-03-28,3,0,0,3
Брянская область,2020-03-29,3,0,0,3
Брянская область,2020-03-30,3,0,0,3
Брянская область,2020-03-31,3,0,0,3
Брянская область,2020-04-01,5,0,0,5
Брянская область,2020-04-02,5,0,0,5
Брянская область,2020-04-03,7,0,0,7
Брянская область,2020-04-04,19,0,0,19
Брянская область,2020-04-05,19,0,0,19
Брянская область,2020-04-06,24,0,0,24
Брянская область,2020-04-07,56,0,0,56
Брянская область,2020-04-08,57,0,0,57
Брянская область,2020-04-09,97,0,3,94
Брянская область,2020-04-10,97,0,3,94
Брянская область,2020-04-11,123,0,3,120
Брянская область,2020-04-12,141,0,3,138
Брянская область,2020-04-13,142,0,3,139
Брянская область,2020-04-14,142,0,7,135
Брянская область,2020-04-15,164,0,12,152
Брянская область,2020-04-16,201,0,23,178
Брянская область,2020-04-17,228,1,23,204
Саратовская область,2020-03-22,1,0,0,1
Саратовская область,2020-03-23,1,0,0,1
Саратовская область,2020-03-24,1,0,0,1
Саратовская область,2020-03-25,1,0,0,1
Саратовская область,2020-03-26,1,0,0,1
Саратовская область,2020-03-27,1,0,0,1
Саратовская область,2020-03-28,2,0,0,2
Саратовская область,2020-03-29,2,0,0,2
Саратовская область,2020-03-30,4,0,0,4
Саратовская область,2020-03-31,4,0,0,4
Саратовская область,2020-04-01,15,0,1,14
Саратовская область,2020-04-02,15,0,1,14
Саратовская область,2020-04-03,19,0,1,18
Саратовская область,2020-04-04,19,0,1,18
Саратовская область,2020-04-05,19,0,1,18
Саратовская область,2020-04-06,19,0,1,18
Саратовская область,2020-04-07,25,0,1,24
Саратовская область,2020-04-08,26,0,1,25
Саратовская область,2020-04-09,30,0,1,29
Саратовская область,2020-04-10,34,0,2,32
Саратовская область,2020-04-11,35,0,2,33
Саратовская область,2020-04-12,42,0,2,40
Саратовская область,2020-04-13,44,0,4,40
Саратовская область,2020-04-14,49,0,6,43
Саратовская область,2020-04-15,56,0,8,48
Саратовская область,2020-04-16,70,0,8,62
Саратовская область,2020-04-17,87,0,13,74
Ярославская область,2020-03-22,1,0,0,1
Ярославская область,2020-03-23,1,0,0,1
Ярославская область,2020-03-24,1,0,0,1
Ярославская область,2020-03-25,1,0,0,1
Ярославская область,2020-03-26,1,0,0,1
Ярославская область,2020-03-27,2,0,0,2
Ярославская область,2020-03-28,2,0,0,2
Ярославская область,2020-03-29,3,0,0,3
Ярославская область,2020-03-30,3,0,0,3
Ярославская область,2020-03-31,3,0,1,2
Ярославская область,2020-04-01,3,0,1,2
Ярославская область,2020-04-02,3,0,1,2
Ярославская область,2020-04-03,3,0,1,2
Ярославская область,2020-04-04,5,0,1,4
Ярославская область,2020-04-05,6,0,1,5
Ярославская область,2020-04-06,6,0,1,5
Ярославская область,2020-04-07,11,0,1,10
Ярославская область,2020-04-08,11,0,1,10
Ярославская область,2020-04-09,13,0,2,11
Ярославская область,2020-04-10,13,0,2,11
Ярославская область,2020-04-11,13,0,2,11
Ярославская область,2020-04-12,27,0,3,24
Ярославская область,2020-04-13,27,0,3,24
Ярославская область,2020-04-14,27,0,6,21
Ярославская область,2020-04-15,39,0,7,32
Ярославская область,2020-04-16,62,0,7,55
Ярославская область,2020-04-17,81,0,7,74
Забайкальский край,2020-03-22,1,0,1,0
Забайкальский край,2020-03-23,1,0,1,0
Забайкальский край,2020-03-24,1,0,1,0
Забайкальский край,2020-03-25,1,0,1,0
Забайкальский край,2020-03-26,1,0,1,0
Забайкальский край,2020-03-27,1,0,1,0
Забайкальский край,2020-03-28,1,0,1,0
Забайкальский край,2020-03-29,1,0,1,0
Забайкальский край,2020-03-30,1,0,1,0
Забайкальский край,2020-03-31,1,0,1,0
Забайкальский край,2020-04-01,1,0,1,0
Забайкальский край,2020-04-02,1,0,1,0
Забайкальский край,2020-04-03,1,0,1,0
Забайкальский край,2020-04-04,1,0,1,0
Забайкальский край,2020-04-05,1,0,1,0
Забайкальский край,2020-04-06,1,0,1,0
Забайкальский край,2020-04-07,1,0,1,0
Забайкальский край,2020-04-08,4,0,1,3
Забайкальский край,2020-04-09,4,0,1,3
Забайкальский край,2020-04-10,4,0,1,3
Забайкальский край,2020-04-11,4,0,1,3
Забайкальский край,2020-04-12,8,0,1,7
Забайкальский край,2020-04-13,14,0,1,13
Забайкальский край,2020-04-14,14,0,1,13
Забайкальский край,2020-04-15,14,0,1,13
Забайкальский край,2020-04-16,28,0,1,27
Забайкальский край,2020-04-17,30,0,1,29
Ивановская область,2020-03-22,1,0,0,1
Ивановская область,2020-03-23,1,0,0,1
Ивановская область,2020-03-24,1,0,0,1
Ивановская область,2020-03-25,1,0,0,1
Ивановская область,2020-03-26,1,0,0,1
Ивановская область,2020-03-27,2,0,0,2
Ивановская область,2020-03-28,7,0,0,7
Ивановская область,2020-03-29,7,0,0,7
Ивановская область,2020-03-30,9,0,0,9
Ивановская область,2020-03-31,9,0,0,9
Ивановская область,2020-04-01,11,0,0,11
Ивановская область,2020-04-02,11,0,1,10
Ивановская область,2020-04-03,13,0,1,12
Ивановская область,2020-04-04,23,0,1,22
Ивановская область,2020-04-05,23,0,1,22
Ивановская область,2020-04-06,33,0,1,32
Ивановская область,2020-04-07,47,0,1,46
Ивановская область,2020-04-08,47,0,1,46
Ивановская область,2020-04-09,60,0,7,53
Ивановская область,2020-04-10,60,0,7,53
Ивановская область,2020-04-11,62,0,7,55
Ивановская область,2020-04-12,80,0,7,73
Ивановская область,2020-04-13,86,0,7,79
Ивановская область,2020-04-14,96,0,8,88
Ивановская область,2020-04-15,121,0,8,113
Ивановская область,2020-04-16,136,0,8,128
Ивановская область,2020-04-17,149,0,10,139
Белгородская область,2020-03-22,1,0,0,1
Белгородская область,2020-03-23,1,0,0,1
Белгородская область,2020-03-24,1,0,0,1
Белгородская область,2020-03-25,1,0,0,1
Белгородская область,2020-03-26,1,0,0,1
Белгородская область,2020-03-27,1,0,0,1
Белгородская область,2020-03-28,1,0,0,1
Белгородская область,2020-03-29,2,0,0,2
Белгородская область,2020-03-30,5,0,0,5
Белгородская область,2020-03-31,5,0,0,5
Белгородская область,2020-04-01,5,0,0,5
Белгородская область,2020-04-02,6,0,0,6
Белгородская область,2020-04-03,6,0,0,6
Белгородская область,2020-04-04,7,0,0,7
Белгородская область,2020-04-05,7,0,0,7
Белгородская область,2020-04-06,11,0,0,11
Белгородская область,2020-04-07,14,0,1,13
Белгородская область,2020-04-08,18,0,1,17
Белгородская область,2020-04-09,18,0,1,17
Белгородская область,2020-04-10,26,0,1,25
Белгородская область,2020-04-11,26,0,2,24
Белгородская область,2020-04-12,31,0,3,28
Белгородская область,2020-04-13,31,0,3,28
Белгородская область,2020-04-14,41,0,3,38
Белгородская область,2020-04-15,45,1,3,41
Белгородская область,2020-04-16,58,2,3,53
Белгородская область,2020-04-17,70,2,9,59
Ульяновская область,2020-03-22,1,0,0,1
Ульяновская область,2020-03-23,1,0,0,1
Ульяновская область,2020-03-24,1,0,0,1
Ульяновская область,2020-03-25,1,0,0,1
Ульяновская область,2020-03-26,1,0,0,1
Ульяновская область,2020-03-27,1,0,0,1
Ульяновская область,2020-03-28,1,0,0,1
Ульяновская область,2020-03-29,1,0,0,1
Ульяновская область,2020-03-30,1,0,0,1
Ульяновская область,2020-03-31,1,0,0,1
Ульяновская область,2020-04-01,1,0,0,1
Ульяновская область,2020-04-02,1,0,0,1
Ульяновская область,2020-04-03,1,0,1,0
Ульяновская область,2020-04-04,1,0,1,0
Ульяновская область,2020-04-05,1,0,1,0
Ульяновская область,2020-04-06,2,0,1,1
Ульяновская область,2020-04-07,4,0,1,3
Ульяновская область,2020-04-08,4,0,1,3
Ульяновская область,2020-04-09,6,0,1,5
Ульяновская область,2020-04-10,40,0,2,38
Ульяновская область,2020-04-11,62,0,2,60
Ульяновская область,2020-04-12,70,0,2,68
Ульяновская область,2020-04-13,86,0,2,84
Ульяновская область,2020-04-14,86,0,2,84
Ульяновская область,2020-04-15,104,0,2,102
Ульяновская область,2020-04-16,123,0,2,121
Ульяновская область,2020-04-17,138,2,2,134
Новгородская область,2020-03-22,1,0,0,1
Новгородская область,2020-03-23,1,0,0,1
Новгородская область,2020-03-24,1,0,0,1
Новгородская область,2020-03-25,1,0,0,1
Новгородская область,2020-03-26,1,0,0,1
Новгородская область,2020-03-27,1,0,0,1
Новгородская область,2020-03-28,1,0,0,1
Новгородская область,2020-03-29,3,0,0,3
Новгородская область,2020-03-30,3,0,0,3
Новгородская область,2020-03-31,3,0,0,3
Новгородская область,2020-04-01,3,0,0,3
Новгородская область,2020-04-02,3,0,0,3
Новгородская область,2020-04-03,3,0,0,3
Новгородская область,2020-04-04,3,0,0,3
Новгородская область,2020-04-05,3,0,0,3
Новгородская область,2020-04-06,5,0,0,5
Новгородская область,2020-04-07,5,0,0,5
Новгородская область,2020-04-08,5,0,0,5
Новгородская область,2020-04-09,12,0,2,10
Новгородская область,2020-04-10,18,0,3,15
Новгородская область,2020-04-11,18,0,4,14
Новгородская область,2020-04-12,18,0,4,14
Новгородская область,2020-04-13,26,0,4,22
Новгородская область,2020-04-14,26,0,4,22
Новгородская область,2020-04-15,26,0,4,22
Новгородская область,2020-04-16,53,0,4,49
Новгородская область,2020-04-17,74,0,4,70
Челябинская область ,2020-03-22,1,0,0,1
Челябинская область ,2020-03-23,1,0,0,1
Челябинская область ,2020-03-24,1,0,0,1
Челябинская область ,2020-03-25,2,0,0,2
Челябинская область ,2020-03-26,5,0,0,5
Челябинская область ,2020-03-27,5,0,0,5
Челябинская область ,2020-03-28,9,0,0,9
Челябинская область ,2020-03-29,12,0,0,12
Челябинская область ,2020-03-30,14,0,0,14
Челябинская область ,2020-03-31,14,0,0,14
Челябинская область ,2020-04-01,21,0,0,21
Челябинская область ,2020-04-02,21,0,2,19
Челябинская область ,2020-04-03,23,0,2,21
Челябинская область ,2020-04-04,26,0,2,24
Челябинская область ,2020-04-05,27,0,2,25
Челябинская область ,2020-04-06,31,0,2,29
Челябинская область ,2020-04-07,32,0,4,28
Челябинская область ,2020-04-08,32,0,4,28
Челябинская область ,2020-04-09,34,0,6,28
Челябинская область ,2020-04-10,34,0,10,24
Челябинская область ,2020-04-11,40,0,10,30
Челябинская область ,2020-04-12,40,0,11,29
Челябинская область ,2020-04-13,43,0,12,31
Челябинская область ,2020-04-14,48,0,12,36
Челябинская область ,2020-04-15,51,0,13,38
Челябинская область ,2020-04-16,53,0,22,31
Челябинская область ,2020-04-17,57,0,26,31
Томская область,2020-03-22,1,0,0,1
Томская область,2020-03-23,1,0,0,1
Томская область,2020-03-24,1,0,0,1
Томская область,2020-03-25,1,0,0,1
Томская область,2020-03-26,2,0,0,2
Томская область,2020-03-27,2,0,0,2
Томская область,2020-03-28,2,0,1,1
Томская область,2020-03-29,3,0,1,2
Томская область,2020-03-30,3,0,1,2
Томская область,2020-03-31,3,0,1,2
Томская область,2020-04-01,3,0,1,2
Томская область,2020-04-02,3,0,1,2
Томская область,2020-04-03,3,0,1,2
Томская область,2020-04-04,3,0,1,2
Томская область,2020-04-05,3,0,1,2
Томская область,2020-04-06,3,0,1,2
Томская область,2020-04-07,3,0,1,2
Томская область,2020-04-08,4,0,1,3
Томская область,2020-04-09,4,0,1,3
